callsign,Airlines,icao24,origin,destination,firstseen
SWA2426,,aa7a83,KLAX,KSFO,4/1/2020
AAL1095,American Airlines,acd296,KLAX,KSFO,4/1/2020
ASA1943,,a86ace,KLAX,KSFO,4/1/2020
SWA1330,,aa1f65,KLAX,KSFO,4/1/2020
AAL892,American Airlines,aa6ed1,KLAX,KSFO,4/1/2020
ASA1945,,ab9091,KLAX,KSFO,4/1/2020
DAL2620,,ab1ffe,KLAX,KSFO,4/1/2020
SWA1369,,aa7a83,KLAX,KSFO,4/1/2020
ASA951,,abb459,KLAX,KSFO,4/1/2020
CPZ6085,,a19e61,KLAX,KSFO,4/1/2020
AAR286,,71bc23,KLAX,KSFO,4/1/2020
KAL214,,71be39,KLAX,KSFO,4/1/2020
CKS1920,,aa41c4,KLAX,KSFO,4/1/2020
GTI7109,,a4c02d,KLAX,KSFO,4/1/2020
AAL2891,American Airlines,a06010,KLAX,KSFO,4/1/2020
AAL2861,American Airlines,ac4dfb,KLAX,KSFO,4/1/2020
CAL5107,,89911c,KLAX,KSFO,4/1/2020
ASA1929,,a697db,KLAX,KSFO,4/1/2020
SWA1328,,aca01a,KLAX,KSFO,4/1/2020
UAL2237,,abb7f7,KLAX,KSFO,4/1/2020
DAL2803,,a36f7e,KLAX,KSFO,4/2/2020
ASA1933,,a2b562,KLAX,KSFO,4/2/2020
AAL1095,American Airlines,a78e09,KLAX,KSFO,4/2/2020
SWA1330,,aca01a,KLAX,KSFO,4/2/2020
CPZ6085,,a1c997,KLAX,KSFO,4/2/2020
AAL892,American Airlines,aa4ac9,KLAX,KSFO,4/2/2020
AAR284,,71bc13,KLAX,KSFO,4/2/2020
KAL214,,71be29,KLAX,KSFO,4/2/2020
CKS1920,,aa41c4,KLAX,KSFO,4/2/2020
SWA1324,,abe056,KLAX,KSFO,4/2/2020
AAL2891,American Airlines,a06010,KLAX,KSFO,4/2/2020
AAL2861,American Airlines,ad5c33,KLAX,KSFO,4/2/2020
CAL5107,,89911b,KLAX,KSFO,4/2/2020
ASA1921,,ab8cda,KLAX,KSFO,4/2/2020
UAL2237,,ac523c,KLAX,KSFO,4/2/2020
AAL1095,American Airlines,a1427f,KLAX,KSFO,4/3/2020
SWA1330,,a562e8,KLAX,KSFO,4/3/2020
AAL892,American Airlines,aa55ee,KLAX,KSFO,4/3/2020
ASA951,,a86717,KLAX,KSFO,4/3/2020
CKS1920,,aa50a0,KLAX,KSFO,4/3/2020
DAL2313,,a3ad47,KLAX,KSFO,4/3/2020
AAR286,,71bc19,KLAX,KSFO,4/3/2020
AAL2861,American Airlines,ad1218,KLAX,KSFO,4/3/2020
SWA1328,,a1e6b9,KLAX,KSFO,4/3/2020
SWA2426,,a196c8,KLAX,KSFO,4/4/2020
ASA1933,,a86717,KLAX,KSFO,4/4/2020
AAL1095,American Airlines,a6e89f,KLAX,KSFO,4/4/2020
SWA1330,,a1e6b9,KLAX,KSFO,4/4/2020
AAL892,American Airlines,aa1219,KLAX,KSFO,4/4/2020
ASA1945,,a5b3ad,KLAX,KSFO,4/4/2020
SWA1369,,a196c8,KLAX,KSFO,4/4/2020
ASA951,,a86717,KLAX,KSFO,4/4/2020
AAR284,,71bc21,KLAX,KSFO,4/4/2020
KAL214,,71be17,KLAX,KSFO,4/4/2020
GTI7109,,a4c02d,KLAX,KSFO,4/4/2020
AAL2891,American Airlines,a08021,KLAX,KSFO,4/4/2020
DAL2313,,a3ad47,KLAX,KSFO,4/4/2020
AAL2861,American Airlines,aaee3b,KLAX,KSFO,4/4/2020
CAL5107,,899102,KLAX,KSFO,4/4/2020
SKW3365,,a163c2,KLAX,KSFO,4/4/2020
DAL1327,,a36f7e,KLAX,KSFO,4/4/2020
ASA1933,,a28a2c,KLAX,KSFO,4/5/2020
DAL351,,a390ed,KLAX,KSFO,4/5/2020
AAL892,American Airlines,aa64ca,KLAX,KSFO,4/5/2020
KAL214,,71be39,KLAX,KSFO,4/5/2020
AAR286,,71be20,KLAX,KSFO,4/5/2020
ASA1925,,a36851,KLAX,KSFO,4/5/2020
AAL2891,American Airlines,a0b550,KLAX,KSFO,4/5/2020
DAL2313,,a3ad47,KLAX,KSFO,4/5/2020
ASA1889,,a8522b,KLAX,KSFO,4/5/2020
CAL5107,,899112,KLAX,KSFO,4/5/2020
SWA3930,,aa97d1,KLAX,KSFO,4/5/2020
ASA1943,,ab9448,KLAX,KSFO,4/6/2020
AAL892,American Airlines,aa6ade,KLAX,KSFO,4/6/2020
KAL214,,71be09,KLAX,KSFO,4/6/2020
CKS1920,,aa50a0,KLAX,KSFO,4/6/2020
UAL1520,,a53ee2,KLAX,KSFO,4/6/2020
AAL2891,American Airlines,a0b550,KLAX,KSFO,4/6/2020
SWA2450,,a586b0,KLAX,KSFO,4/6/2020
SWA1328,,aab09a,KLAX,KSFO,4/6/2020
AAL1095,American Airlines,acced9,KLAX,KSFO,4/7/2020
ASA1943,,ab81b5,KLAX,KSFO,4/7/2020
SWA1330,,aab09a,KLAX,KSFO,4/7/2020
AAL892,American Airlines,aa6ed1,KLAX,KSFO,4/7/2020
UAL1666,,abe448,KLAX,KSFO,4/7/2020
CKS1920,,aa50a0,KLAX,KSFO,4/7/2020
ASA1925,,a5b3ad,KLAX,KSFO,4/7/2020
AAR284,,71bc17,KLAX,KSFO,4/7/2020
UAL501,,aa73b9,KLAX,KSFO,4/7/2020
UAL1634,,aa739d,KLAX,KSFO,4/7/2020
ASA1889,,a5b3ad,KLAX,KSFO,4/7/2020
SWA2450,,a96c7d,KLAX,KSFO,4/7/2020
SWA1328,,a4dd8f,KLAX,KSFO,4/7/2020
SWA1330,,a577d4,KLAX,KSFO,4/8/2020
ASA951,,a41596,KLAX,KSFO,4/8/2020
KAL214,,71be17,KLAX,KSFO,4/8/2020
CKS1920,,aa41c4,KLAX,KSFO,4/8/2020
GTI7109,,a4c79b,KLAX,KSFO,4/8/2020
DAL2313,,a3f88e,KLAX,KSFO,4/8/2020
UAL501,,a14b1a,KLAX,KSFO,4/8/2020
AAR286,,71be20,KLAX,KSFO,4/8/2020
ASA1889,,a2ebbd,KLAX,KSFO,4/8/2020
DAL1327,,a3ed69,KLAX,KSFO,4/8/2020
SWA2450,,a22482,KLAX,KSFO,4/8/2020
SWA1328,,aa7315,KLAX,KSFO,4/8/2020
ASA1923,,a2d92a,KLAX,KSFO,4/8/2020
UAL2237,,abb7f7,KLAX,KSFO,4/8/2020
ASA1933,,a2a686,KLAX,KSFO,4/9/2020
CAL5107,,899111,KLAX,KSFO,4/9/2020
SWA1330,,aa7315,KLAX,KSFO,4/9/2020
UAL1666,,a23a03,KLAX,KSFO,4/9/2020
AAR284,,71bc13,KLAX,KSFO,4/9/2020
KAL214,,71be09,KLAX,KSFO,4/9/2020
CKS1920,,aa41c4,KLAX,KSFO,4/9/2020
ASA1925,,a5b3ad,KLAX,KSFO,4/9/2020
DAL2313,,a3f88e,KLAX,KSFO,4/9/2020
UAL501,,a14b1a,KLAX,KSFO,4/9/2020
CAL5107,,89911f,KLAX,KSFO,4/9/2020
SWA2450,,acdde3,KLAX,KSFO,4/9/2020
SWA1328,,aaa4be,KLAX,KSFO,4/9/2020
ASA1933,,a5521c,KLAX,KSFO,4/10/2020
SWA1330,,aaa4be,KLAX,KSFO,4/10/2020
CKS1920,,aa41c4,KLAX,KSFO,4/10/2020
DAL2313,,a390ed,KLAX,KSFO,4/10/2020
UAL501,,a48dea,KLAX,KSFO,4/10/2020
SKW3333,,a18b41,KLAX,KSFO,4/10/2020
SWA2450,,ad1697,KLAX,KSFO,4/10/2020
UAL2740,,a2a3b5,KLAX,KSFO,4/10/2020
UAL2739,,a2659a,KLAX,KSFO,4/10/2020
AAR286,,71bc20,KLAX,KSFO,4/10/2020
SWA1328,,ad3a5f,KLAX,KSFO,4/10/2020
SKW3311,,a1600b,KLAX,KSFO,4/11/2020
SWA1330,,ad3a5f,KLAX,KSFO,4/11/2020
UAL1666,,aa7e7d,KLAX,KSFO,4/11/2020
AAR284,,71bc19,KLAX,KSFO,4/11/2020
KAL214,,71be23,KLAX,KSFO,4/11/2020
SKW3465,,a1600b,KLAX,KSFO,4/11/2020
GTI7109,,a4c02d,KLAX,KSFO,4/11/2020
UAL501,,aaa5d4,KLAX,KSFO,4/11/2020
SKW3333,,a18b41,KLAX,KSFO,4/11/2020
CAL5107,,89911d,KLAX,KSFO,4/11/2020
DAL1327,,a3ed69,KLAX,KSFO,4/11/2020
SKW3311,,a134d5,KLAX,KSFO,4/12/2020
DAL351,,a3ed69,KLAX,KSFO,4/12/2020
UAL1666,,aa7e99,KLAX,KSFO,4/12/2020
AAR286,,71be16,KLAX,KSFO,4/12/2020
KAL214,,71be39,KLAX,KSFO,4/12/2020
SKW3465,,a134d5,KLAX,KSFO,4/12/2020
UAL501,,aa56f7,KLAX,KSFO,4/12/2020
SKW3333,,a18b41,KLAX,KSFO,4/12/2020
CAL5107,,899101,KLAX,KSFO,4/12/2020
UAL2237,,ab819c,KLAX,KSFO,4/12/2020
SWA3930,,a9df2f,KLAX,KSFO,4/12/2020
SKW3311,,a1388c,KLAX,KSFO,4/13/2020
KAL214,,71be10,KLAX,KSFO,4/13/2020
CKS1920,,aa4932,KLAX,KSFO,4/13/2020
SKW3465,,a183d3,KLAX,KSFO,4/13/2020
UAL501,,aa56db,KLAX,KSFO,4/13/2020
SKW3333,,a1512f,KLAX,KSFO,4/13/2020
DAL1327,,a438b0,KLAX,KSFO,4/13/2020
SWA2450,,aa9ed6,KLAX,KSFO,4/13/2020
SWA1328,,aab1d2,KLAX,KSFO,4/13/2020
UAL2237,,abfbd0,KLAX,KSFO,4/13/2020
SKW3311,,a1801c,KLAX,KSFO,4/14/2020
SWA1330,,aab1d2,KLAX,KSFO,4/14/2020
AAR284,,71bc15,KLAX,KSFO,4/14/2020
CKS1920,,aa41c4,KLAX,KSFO,4/14/2020
SKW3465,,a1801c,KLAX,KSFO,4/14/2020
UAL501,,aa7e99,KLAX,KSFO,4/14/2020
SWA1759,,aaa1de,KLAX,KSFO,4/14/2020
SKW3333,,a1589d,KLAX,KSFO,4/14/2020
DAL1327,,a3c9a1,KLAX,KSFO,4/14/2020
SWA300,,a1e6b9,KLAX,KSFO,4/14/2020
UAL2237,,ab0158,KLAX,KSFO,4/14/2020
SKW3311,,a1388c,KLAX,KSFO,4/15/2020
SWA1890,,a620f5,KLAX,KSFO,4/15/2020
AAR286,,71be16,KLAX,KSFO,4/15/2020
KAL214,,71be09,KLAX,KSFO,4/15/2020
CKS1920,,aa41c4,KLAX,KSFO,4/15/2020
SKW3465,,a1589d,KLAX,KSFO,4/15/2020
DAL2313,,a3ed69,KLAX,KSFO,4/15/2020
UAL501,,aa7e36,KLAX,KSFO,4/15/2020
SWA1759,,a2e28f,KLAX,KSFO,4/15/2020
SKW3333,,a1460a,KLAX,KSFO,4/15/2020
DAL1327,,a3ed69,KLAX,KSFO,4/15/2020
CAL5107,,8991a4,KLAX,KSFO,4/15/2020
SWA300,,a3117c,KLAX,KSFO,4/15/2020
UAL2237,,abacd2,KLAX,KSFO,4/15/2020
SKW3311,,a1388c,KLAX,KSFO,4/16/2020
SWA1890,,ab5bd4,KLAX,KSFO,4/16/2020
GTI7109,,a4bc76,KLAX,KSFO,4/16/2020
AAR284,,71bc15,KLAX,KSFO,4/16/2020
KAL214,,71be17,KLAX,KSFO,4/16/2020
CKS1920,,aa41c4,KLAX,KSFO,4/16/2020
SKW3465,,a1388c,KLAX,KSFO,4/16/2020
DAL2313,,a36f7e,KLAX,KSFO,4/16/2020
SWA1759,,a9db78,KLAX,KSFO,4/16/2020
UAL501,,a43e5b,KLAX,KSFO,4/16/2020
CAL5107,,899112,KLAX,KSFO,4/16/2020
SKW3333,,a1460a,KLAX,KSFO,4/16/2020
DAL1327,,a36f7e,KLAX,KSFO,4/16/2020
SWA300,,a9ccb0,KLAX,KSFO,4/16/2020
UAL2237,,aaeb0e,KLAX,KSFO,4/16/2020
SKW3311,,a11ad4,KLAX,KSFO,4/17/2020
SWA1890,,aaa2f6,KLAX,KSFO,4/17/2020
CKS1920,,aa41c4,KLAX,KSFO,4/17/2020
SKW3465,,a1460a,KLAX,KSFO,4/17/2020
DAL2313,,a396fd,KLAX,KSFO,4/17/2020
SWA1759,,a5b1e6,KLAX,KSFO,4/17/2020
UAL501,,a3cf4f,KLAX,KSFO,4/17/2020
SKW3333,,a14d78,KLAX,KSFO,4/17/2020
DAL1327,,a396fd,KLAX,KSFO,4/17/2020
AAR286,,71bc21,KLAX,KSFO,4/17/2020
SWA300,,a1f94c,KLAX,KSFO,4/17/2020
UAL2237,,a5b916,KLAX,KSFO,4/17/2020
SKW3311,,a11ad4,KLAX,KSFO,4/18/2020
SWA1890,,ad0562,KLAX,KSFO,4/18/2020
AAR284,,71bc20,KLAX,KSFO,4/18/2020
KAL214,,71be29,KLAX,KSFO,4/18/2020
GTI7109,,a4bc76,KLAX,KSFO,4/18/2020
SKW3465,,a11ad4,KLAX,KSFO,4/18/2020
DAL2313,,a396fd,KLAX,KSFO,4/18/2020
UAL501,,aa56b3,KLAX,KSFO,4/18/2020
SKW3333,,a14d78,KLAX,KSFO,4/18/2020
DAL1327,,a396fd,KLAX,KSFO,4/18/2020
UAL2237,,a5c694,KLAX,KSFO,4/18/2020
SKW3311,,a1512f,KLAX,KSFO,4/19/2020
DAL351,,a3ed69,KLAX,KSFO,4/19/2020
AAR286,,71bc36,KLAX,KSFO,4/19/2020
KAL214,,71be39,KLAX,KSFO,4/19/2020
SKW3465,,a14d78,KLAX,KSFO,4/19/2020
DAL2313,,a438b0,KLAX,KSFO,4/19/2020
SKW3333,,a17c65,KLAX,KSFO,4/19/2020
UAL1634,,ac5d61,KLAX,KSFO,4/19/2020
DAL1327,,a36f7e,KLAX,KSFO,4/19/2020
CAL5107,,899112,KLAX,KSFO,4/19/2020
UAL2237,,a53ee2,KLAX,KSFO,4/19/2020
SKW3311,,a12d67,KLAX,KSFO,4/20/2020
SWA3247,,abe80e,KLAX,KSFO,4/20/2020
KAL214,,71be23,KLAX,KSFO,4/20/2020
SKW3465,,a17c65,KLAX,KSFO,4/20/2020
DAL2313,,a3ed69,KLAX,KSFO,4/20/2020
CKS1920,,aa4932,KLAX,KSFO,4/20/2020
UAL501,,aa56db,KLAX,KSFO,4/20/2020
SWA1759,,a5958c,KLAX,KSFO,4/20/2020
SKW3333,,a12d67,KLAX,KSFO,4/20/2020
DAL1327,,a3ed69,KLAX,KSFO,4/20/2020
SWA300,,a29eb6,KLAX,KSFO,4/20/2020
UAL2237,,a504d0,KLAX,KSFO,4/20/2020
SKW3311,,a1388c,KLAX,KSFO,4/21/2020
SWA1890,,ad1697,KLAX,KSFO,4/21/2020
AAR284,,71bc15,KLAX,KSFO,4/21/2020
CKS1920,,aa4932,KLAX,KSFO,4/21/2020
SKW3465,,a1388c,KLAX,KSFO,4/21/2020
DAL2313,,a36f7e,KLAX,KSFO,4/21/2020
UAL501,,aaa593,KLAX,KSFO,4/21/2020
SWA1759,,a5741d,KLAX,KSFO,4/21/2020
SKW3333,,a13c43,KLAX,KSFO,4/21/2020
UAL2751,,ac9923,KLAX,KSFO,4/21/2020
DAL1327,,a36f7e,KLAX,KSFO,4/21/2020
SWA300,,a9d053,KLAX,KSFO,4/21/2020
UAL2237,,a60814,KLAX,KSFO,4/21/2020
SKW3311,,a16d89,KLAX,KSFO,4/22/2020
SWA1890,,ab627c,KLAX,KSFO,4/22/2020
AAR286,,71bc23,KLAX,KSFO,4/22/2020
CKS1920,,aa4932,KLAX,KSFO,4/22/2020
SKW3465,,a13c43,KLAX,KSFO,4/22/2020
GTI7109,,a4c02d,KLAX,KSFO,4/22/2020
DAL2313,,a396fd,KLAX,KSFO,4/22/2020
UAL501,,aa7e79,KLAX,KSFO,4/22/2020
SKW3333,,a16d89,KLAX,KSFO,4/22/2020
KAL214,,71be09,KLAX,KSFO,4/22/2020
DAL1327,,a396fd,KLAX,KSFO,4/22/2020
SWA300,,abaa1a,KLAX,KSFO,4/22/2020
CAL5107,,899112,KLAX,KSFO,4/22/2020
UAL2237,,a504d0,KLAX,KSFO,4/22/2020
SKW3311,,a15c54,KLAX,KSFO,4/23/2020
SWA1890,,a2cffc,KLAX,KSFO,4/23/2020
AAR284,,71bc13,KLAX,KSFO,4/23/2020
KAL214,,71be17,KLAX,KSFO,4/23/2020
CKS1920,,aa4932,KLAX,KSFO,4/23/2020
SKW3465,,a174f7,KLAX,KSFO,4/23/2020
DAL2313,,a438b0,KLAX,KSFO,4/23/2020
UAL501,,aa56b3,KLAX,KSFO,4/23/2020
CAL5107,,899105,KLAX,KSFO,4/23/2020
SKW3333,,a12d67,KLAX,KSFO,4/23/2020
DAL1327,,a438b0,KLAX,KSFO,4/23/2020
SWA300,,a5468e,KLAX,KSFO,4/23/2020
UAL2237,,a53ee2,KLAX,KSFO,4/23/2020
SKW3311,,a129b0,KLAX,KSFO,4/24/2020
CKS1920,,aa4932,KLAX,KSFO,4/24/2020
SKW3465,,a129b0,KLAX,KSFO,4/24/2020
DAL2313,,a3ed69,KLAX,KSFO,4/24/2020
UAL501,,aacd50,KLAX,KSFO,4/24/2020
AAR286,,71bc23,KLAX,KSFO,4/24/2020
DAL1327,,a3ed69,KLAX,KSFO,4/24/2020
SWA300,,aa6f63,KLAX,KSFO,4/24/2020
UAL2237,,ab5a1d,KLAX,KSFO,4/24/2020
UAL2765,,a2cb14,KLAX,KSFO,4/25/2020
AAR284,,71bc36,KLAX,KSFO,4/25/2020
KAL214,,71be29,KLAX,KSFO,4/25/2020
GTI7109,,a4c02d,KLAX,KSFO,4/25/2020
SKW3465,,a17c65,KLAX,KSFO,4/25/2020
DAL2313,,a3c9a1,KLAX,KSFO,4/25/2020
UAL501,,ac0b7f,KLAX,KSFO,4/25/2020
SKW3333,,a1460a,KLAX,KSFO,4/25/2020
DAL1327,,a3c9a1,KLAX,KSFO,4/25/2020
UAL2237,,a58de0,KLAX,KSFO,4/25/2020
DAL351,,a3c9a1,KLAX,KSFO,4/26/2020
AAR286,,71bc15,KLAX,KSFO,4/26/2020
KAL214,,71be39,KLAX,KSFO,4/26/2020
SKW3465,,a163c2,KLAX,KSFO,4/26/2020
DAL2313,,a36f7e,KLAX,KSFO,4/26/2020
UAL501,,aa56d5,KLAX,KSFO,4/26/2020
UAL1634,,a58de0,KLAX,KSFO,4/26/2020
DAL1327,,a36f7e,KLAX,KSFO,4/26/2020
CAL5107,,899103,KLAX,KSFO,4/26/2020
SWA2541,,aab1af,KLAX,KSFO,4/26/2020
SKW3311,,a17c65,KLAX,KSFO,4/27/2020
UAL2237,,a4ec2d,KLAX,KSFO,4/27/2020
KAL214,,71be10,KLAX,KSFO,4/27/2020
CKS1920,,aa4932,KLAX,KSFO,4/27/2020
SKW3465,,a17c65,KLAX,KSFO,4/27/2020
DAL2313,,a3f88e,KLAX,KSFO,4/27/2020
UAL501,,aaa616,KLAX,KSFO,4/27/2020
SWA1759,,aaad8f,KLAX,KSFO,4/27/2020
SKW3333,,a183d3,KLAX,KSFO,4/27/2020
DAL1327,,a3f88e,KLAX,KSFO,4/27/2020
SWA300,,a2fb32,KLAX,KSFO,4/27/2020
UAL2237,,a4e108,KLAX,KSFO,4/27/2020
SWA1890,,ad7f96,KLAX,KSFO,4/28/2020
AAR284,,71be18,KLAX,KSFO,4/28/2020
CKS1920,,aa4932,KLAX,KSFO,4/28/2020
SKW3465,,a1460a,KLAX,KSFO,4/28/2020
DAL2313,,a438b0,KLAX,KSFO,4/28/2020
UAL501,,aa56d5,KLAX,KSFO,4/28/2020
SWA1759,,a53b69,KLAX,KSFO,4/28/2020
SKW3333,,a16d89,KLAX,KSFO,4/28/2020
DAL1327,,a438b0,KLAX,KSFO,4/28/2020
SWA300,,a4e4fd,KLAX,KSFO,4/28/2020
UAL2237,,a53ee2,KLAX,KSFO,4/28/2020
SKW3311,,a1311e,KLAX,KSFO,4/29/2020
SWA1890,,ab5ed8,KLAX,KSFO,4/29/2020
KAL214,,71be17,KLAX,KSFO,4/29/2020
CKS1920,,aa4932,KLAX,KSFO,4/29/2020
SKW3465,,a1311e,KLAX,KSFO,4/29/2020
GTI7109,,a4c79b,KLAX,KSFO,4/29/2020
DAL2313,,a3c9a1,KLAX,KSFO,4/29/2020
SWA1759,,ab5f87,KLAX,KSFO,4/29/2020
UAL501,,aa7e7c,KLAX,KSFO,4/29/2020
AAR286,,71bc15,KLAX,KSFO,4/29/2020
CAL5107,,899102,KLAX,KSFO,4/29/2020
DAL1327,,a3c9a1,KLAX,KSFO,4/29/2020
UAL2237,,a5fcef,KLAX,KSFO,4/29/2020
AAR284,,71bc36,KLAX,KSFO,4/30/2020
KAL214,,71be23,KLAX,KSFO,4/30/2020
CKS1920,,aa4932,KLAX,KSFO,4/30/2020
SKW3465,,a13c43,KLAX,KSFO,4/30/2020
DAL2313,,a3ed69,KLAX,KSFO,4/30/2020
UAL501,,a3a0eb,KLAX,KSFO,4/30/2020
SWA1759,,a9ed12,KLAX,KSFO,4/30/2020
CAL5107,,89911d,KLAX,KSFO,4/30/2020
DAL1327,,a3ed69,KLAX,KSFO,4/30/2020
SWA300,,abebe0,KLAX,KSFO,4/30/2020
UAL2237,,a55b3c,KLAX,KSFO,4/30/2020
SKW3674,,a2af91,KSEA,KPDX,4/1/2020
QXE2756,,a57747,KSEA,KPDX,4/1/2020
ASA946,,a526e6,KSEA,KPDX,4/1/2020
ASA1310,,a22642,KSEA,KPDX,4/1/2020
QXE2600,,a500ca,KSEA,KPDX,4/1/2020
SKW3603,,a2845b,KSEA,KPDX,4/1/2020
ABX904,,aa9bc1,KSEA,KPDX,4/1/2020
QXE2682,,a51714,KSEA,KPDX,4/1/2020
SKW4024,,a25925,KSEA,KPDX,4/1/2020
QXE2166,,a54601,KSEA,KPDX,4/1/2020
ASA950,,a835d1,KSEA,KPDX,4/2/2020
ASA1403,,a735d7,KSEA,KPDX,4/2/2020
ASA946,,a30bce,KSEA,KPDX,4/2/2020
DAL1685,,a44291,KSEA,KPDX,4/2/2020
ASA1310,,a54aae,KSEA,KPDX,4/2/2020
ASA1306,,a21ed4,KSEA,KPDX,4/2/2020
ABX904,,aa9bc1,KSEA,KPDX,4/2/2020
QXE2682,,a51714,KSEA,KPDX,4/2/2020
QXE2166,,a569c9,KSEA,KPDX,4/2/2020
ASA950,,a41596,KSEA,KPDX,4/3/2020
ASA1403,,a5c4e2,KSEA,KPDX,4/3/2020
ASA946,,a2a686,KSEA,KPDX,4/3/2020
ASA1310,,a22642,KSEA,KPDX,4/3/2020
ASA1306,,a2e098,KSEA,KPDX,4/3/2020
ABX904,,aa9bc1,KSEA,KPDX,4/3/2020
QXE2259,,a54fc8,KSEA,KPDX,4/3/2020
QXE2686,,a84e0c,KSEA,KPDX,4/3/2020
SKW4024,,a2e5ec,KSEA,KPDX,4/3/2020
QXE2166,,a4ae15,KSEA,KPDX,4/3/2020
ASA1403,,a4b7d7,KSEA,KPDX,4/4/2020
ASA946,,a71d34,KSEA,KPDX,4/4/2020
ASA1306,,a5c899,KSEA,KPDX,4/4/2020
SKW3613,,a28bc9,KSEA,KPDX,4/4/2020
SKW3616,,a29e5c,KSEA,KPDX,4/4/2020
QXE2682,,a57747,KSEA,KPDX,4/4/2020
SKW4024,,a2fad8,KSEA,KPDX,4/4/2020
SKW3589,,a2b348,KSEA,KPDX,4/5/2020
ASA1310,,a2ce05,KSEA,KPDX,4/5/2020
ASA1306,,a2d573,KSEA,KPDX,4/5/2020
SKW3613,,a2b348,KSEA,KPDX,4/5/2020
QXE2682,,a54fc8,KSEA,KPDX,4/5/2020
SKW4024,,a2e9a3,KSEA,KPDX,4/5/2020
ASA950,,abaceb,KSEA,KPDX,4/6/2020
ASA1310,,a2dce1,KSEA,KPDX,4/6/2020
SKW3613,,a29e5c,KSEA,KPDX,4/6/2020
SKW3616,,a2e9a3,KSEA,KPDX,4/6/2020
QXE2682,,a54fc8,KSEA,KPDX,4/6/2020
QXE2166,,a51714,KSEA,KPDX,4/6/2020
ASA950,,a411df,KSEA,KPDX,4/7/2020
SKW3589,,a29e5c,KSEA,KPDX,4/7/2020
ASA946,,a61797,KSEA,KPDX,4/7/2020
ASA1310,,a41596,KSEA,KPDX,4/7/2020
SKW3613,,a29e5c,KSEA,KPDX,4/7/2020
ABX904,,aa9bc1,KSEA,KPDX,4/7/2020
SKW3616,,a2dac7,KSEA,KPDX,4/7/2020
QXE2682,,a53725,KSEA,KPDX,4/7/2020
QXE2686,,a85ce8,KSEA,KPDX,4/7/2020
SKW4024,,a2fe8f,KSEA,KPDX,4/7/2020
QXE2166,,a54fc8,KSEA,KPDX,4/7/2020
ASA1403,,a30f85,KSEA,KPDX,4/8/2020
SKW3589,,a29aa5,KSEA,KPDX,4/8/2020
ASA946,,a6f96c,KSEA,KPDX,4/8/2020
SKW3613,,a2dac7,KSEA,KPDX,4/8/2020
ABX904,,aa9bc1,KSEA,KPDX,4/8/2020
SKW3616,,a2af91,KSEA,KPDX,4/8/2020
QXE2682,,a4b1cc,KSEA,KPDX,4/8/2020
SKW4024,,a2dac7,KSEA,KPDX,4/8/2020
QXE2686,,a84e0c,KSEA,KPDX,4/8/2020
QXE2166,,a54601,KSEA,KPDX,4/8/2020
ASA1403,,a5320b,KSEA,KPDX,4/9/2020
SKW3589,,a29aa5,KSEA,KPDX,4/9/2020
ASA946,,a29cbf,KSEA,KPDX,4/9/2020
ASA1310,,a28a2c,KSEA,KPDX,4/9/2020
SKW3613,,a29aa5,KSEA,KPDX,4/9/2020
ABX904,,a9f2a0,KSEA,KPDX,4/9/2020
SKW3616,,a2fe8f,KSEA,KPDX,4/9/2020
QXE2682,,a5424a,KSEA,KPDX,4/9/2020
QXE2686,,a817b1,KSEA,KPDX,4/9/2020
SKW4024,,a2dac7,KSEA,KPDX,4/9/2020
QXE2166,,a4b1cc,KSEA,KPDX,4/9/2020
ASA1403,,a5dee3,KSEA,KPDX,4/10/2020
SKW3589,,a2e9a3,KSEA,KPDX,4/10/2020
SKW3613,,a2e9a3,KSEA,KPDX,4/10/2020
ABX904,,aad21c,KSEA,KPDX,4/10/2020
ASA900,,a697db,KSEA,KPDX,4/10/2020
QXE2811,,a53adc,KSEA,KPDX,4/10/2020
QXE2547,,a54601,KSEA,KPDX,4/10/2020
SKW4024,,a2c224,KSEA,KPDX,4/10/2020
ASA1205,,a2228b,KSEA,KPDX,4/10/2020
QXE2704,,a57747,KSEA,KPDX,4/11/2020
SKW3589,,a2dac7,KSEA,KPDX,4/11/2020
ASA900,,a35975,KSEA,KPDX,4/11/2020
QXE2811,,a54601,KSEA,KPDX,4/11/2020
QXE2547,,a500ca,KSEA,KPDX,4/11/2020
SKW4024,,a2e9a3,KSEA,KPDX,4/11/2020
ASA1205,,a7197d,KSEA,KPDX,4/11/2020
SKW3589,,a29337,KSEA,KPDX,4/12/2020
ASA900,,a2adf4,KSEA,KPDX,4/12/2020
SKW3616,,a2cfa2,KSEA,KPDX,4/12/2020
QXE2547,,a53725,KSEA,KPDX,4/12/2020
QXE2811,,a51714,KSEA,KPDX,4/12/2020
SKW4024,,a2ed5a,KSEA,KPDX,4/12/2020
QXE2704,,a4ae15,KSEA,KPDX,4/13/2020
SKW3589,,a2cfa2,KSEA,KPDX,4/13/2020
ASA900,,a688ff,KSEA,KPDX,4/13/2020
SKW3616,,a28812,KSEA,KPDX,4/13/2020
QXE2811,,a53725,KSEA,KPDX,4/13/2020
QXE2547,,a4ae15,KSEA,KPDX,4/13/2020
SKW4024,,a2cfa2,KSEA,KPDX,4/13/2020
ASA1205,,a5dee3,KSEA,KPDX,4/13/2020
QXE2704,,a52c00,KSEA,KPDX,4/14/2020
